p1,p2,rank,fs,w1sp,w2sp,wsp,wrp,tpw,aces,df,bpc,bps,bpo,bpw,tmw,complete,serveadv,h2h,fatigue,uncertainty,winner,tourney_id,year,p1_odd,p2_odd
Andy Murray,Alexander Zverev,127.0,-0.045139366185055096,0.002564711680051679,0.01130719203492858,-0.004547305852480865,0.03403018378828382,0.012566230079502638,-0.14308313900637482,-0.10685296638722894,-0.007117740812264128,-0.05242585393743848,0.15110718023229575,-0.010444995998167284,0.08130257088590409,0.0211,0.029482877935802964,1.0,1.0,0.011216286314386531,0,47.0,2020,2.62,1.44
Milos Raonic,Daniel Evans,2.0,0.009086181753618305,0.126202362900403,0.0666010374020154,0.10541282961230093,-0.02556317370682181,0.03225628507733058,0.8143487747975702,0.04506909992379332,-0.3645585253412689,0.09812323957567304,-0.11343370772375685,-0.029791477681850483,0.2478260869565217,0.0191,0.0798496559054791,0.0,-0.1837,0.03230283541332398,0,47.0,2020,1.53,2.37
Grigor Dimitrov,Marton Fucsovics,-65.0,0.055553260147890304,0.06671969403550704,0.015559232167390856,0.05598879913535193,-0.010559804530310302,0.02099489811825872,0.18252480215484806,0.02667021647412382,-0.18867293429263732,0.052220888018941085,-0.019944697077173057,0.0030355032082372,0.1950396825396825,0.0146,0.04542899460504163,0.0,0.0,0.01792992809856669,1,47.0,2020,1.95,1.8
Dominic Thiem,Filip Krajinovic,-29.0,-0.05219727664784602,0.06368776058328962,0.024541116315955902,0.03689925666141825,-0.0031459049601852427,0.013235515492806549,0.12953517364538106,0.08529579246520608,-0.12853191925405175,0.02519514733999184,-0.05624501694692252,-0.02093342604631609,0.049964952742730606,0.0113,0.033753351701233,0.0,-1.0,0.01470635909758418,1,47.0,2020,1.16,5.0
Ricardas Berankis,Tommy Paul,15.0,-0.0441172954139577,-0.0022326352230002122,-0.02850680077521084,-0.02048421708888748,-0.016815855803486383,-0.016664756162151295,0.00532877149375699,0.12622912088981011,0.03459292324888563,-0.04842700860586313,-0.053285964608330905,-0.009976238189725262,-0.11111111111111116,-0.0178,-0.037300072892373866,0.0,0.0,0.1201648819991164,0,47.0,2020,2.05,1.7
Tennys Sandgren,Lorenzo Sonego,9.0,-0.0355906270092442,0.04703906571810778,-0.005846420740750703,0.014885735660123078,0.057606146645246166,0.031747975708932064,0.2969814077558372,0.002369458156353477,-0.052217547463605185,0.07682110905146677,0.2830387552341304,0.03931090009941035,0.26666666666666666,0.0431,0.07249188230536924,0.0,0.0,0.12132733423696634,0,47.0,2020,1.5,2.5
Felix Auger Aliassime,Nikoloz Basilashvili,-7.0,0.060576533141774684,0.04987883062986975,-0.023535929101135444,0.03823658913309047,-0.03812804543557191,-0.0020126012805169453,0.3644517302236761,-0.043417272821004216,-0.020106876947507457,0.0536773671900086,-0.18782651958667385,-0.03118491040843618,-0.09428571428571424,-0.0103,0.00010854369751855941,1.0,0.0,0.0362470441898352,0,47.0,2020,1.28,3.5
Jan Lennard Struff,Alex De Minaur,8.0,-0.07003184351043422,0.06634879280448935,-0.021331713635455163,0.011654261769415086,-0.023489325605341168,-0.0036502506043095133,0.4627064621078085,0.04919471822430077,-0.07332075161741985,0.04482320914862925,-0.08078750893923603,0.044753712851272436,-0.08399999999999996,-0.0108,-0.011835063835926085,-1.0,0.0,0.019720912324516813,0,47.0,2020,2.37,1.53
Taylor Fritz,Lloyd Harris,-73.0,-0.02936729866512655,0.05870462997656721,-0.009901250894303716,0.024428581657469303,0.036691820434336775,0.030691756206995987,-0.014683909925396475,-0.049656986425896776,-0.1075459038547909,0.04992577588634284,0.1852527363274316,-0.03526875909303123,0.2803921568627452,0.0314,0.061120402091806074,0.0,0.0,0.07404137529667726,0,47.0,2020,1.44,2.62
Christian Garin,Aljaz Bedene,-43.0,0.041083373092355435,-0.04660717110073198,0.006823262728220758,-0.015473173394396687,0.020817479343479217,0.0029311003912010913,-0.31018795059371423,0.013916879731331794,0.10732167901940604,0.052689600610925764,0.053002647318252,0.05320748340875947,0.04301075268817206,0.0074,0.005344305949082528,0.0,0.0,0.0760118862010913,1,47.0,2020,2.37,1.53
Karen Khachanov,Alexander Bublik,-35.0,0.019721187509503024,0.0016472874099328072,0.05532489806562341,0.027546864578828708,0.03129777313582588,0.02310445065303557,-0.20246297061590746,-0.2835151095789336,-0.09041056523568636,0.020739986022375145,0.002345040043405855,0.1335716398038303,0.09191919191919183,0.0302,0.05884463771465459,0.0,0.0,0.036704581256434235,0,47.0,2020,1.4,2.75
Pablo Carreno Busta,Dusan Lajovic,2.0,-0.012622222035886144,0.007625271060437311,-0.011470269116681031,-0.00046926098149535633,-0.004337633173839228,-0.0013131783780800375,0.039088758674495135,0.011384395546664677,0.018192471037457247,0.05368687541923334,0.0024544115866297345,-0.0286924945043473,-0.02836045810729365,-0.0029,-0.004806894155334585,0.0,0.0,0.01778834391740611,0,47.0,2020,1.4,2.75
Reilly Opelka,Cameron Norrie,-38.0,-0.007044751423493589,0.1068947114808284,0.05730716962841397,0.08972851743999333,-0.06573240057739478,0.01566787701868172,0.9713744971169298,-0.11954910675933307,-0.29371778483193883,0.1512358405307228,-0.15037096710181566,-0.08078334307946178,0.12096774193548393,-0.0156,0.02399611686259856,0.0,0.0,0.03971385035448269,0,47.0,2020,1.66,2.1
Diego Schwartzman,Casper Ruud,-23.0,-0.05450628908257682,-0.005646307696820063,0.003216923434871899,-0.01391741974245897,0.07802496857366775,0.0247132714208092,-0.16693184938201955,-0.03903238076300231,0.05091064233236553,0.02284606961689173,0.32347994295510224,-0.009571438954137257,0.13744047619047622,0.0444,0.06410754883120877,1.0,0.0,0.05700226354675941,0,47.0,2020,1.44,2.62
Hubert Hurkacz,John Isner,8.0,-0.07930067116436268,-0.08577941568190317,-0.1085962116231436,-0.11094688877257143,0.05903420723387547,-0.021175889791033086,-0.8599114491317331,0.15091865187927225,0.35028171203149183,-0.12257790231174405,0.17086890481530576,0.06375321108366733,-0.2989661654135338,0.0041,-0.05191268153869594,-1.0,0.0,0.02282617073251078,1,47.0,2020,2.2,1.61
Adrian Mannarino,John Millman,-5.0,-0.0008469724932369528,0.005672076359408806,-0.02024258365793985,-0.004132830737560989,-0.00432918860279502,-0.0049222505541596795,0.03916047893978841,0.0555855094762342,0.035791225615016915,0.04301630018158476,0.019391142687142482,-0.015750132419461382,-0.032142857142857195,-0.0042,-0.008462019340356008,-1.0,0.0,0.019136473527211352,1,47.0,2020,2.1,1.66
Kyle Edmund,Kevin Anderson,-80.0,-0.037364235773152836,-0.03857981330769345,-0.010980506980600713,-0.03605621685470173,0.022007470983960286,-0.004796178431299536,-0.5954831644119343,-0.02201253078514712,0.100337707255594,-0.028065933603255155,0.12518301207830146,0.017845657222565536,-0.14848484848484844,0.0023,-0.01404874587074145,0.0,0.0,0.01530251115866335,1,47.0,2020,1.44,2.62
Frances Tiafoe,Andy Murray,-53.0,0.03356310480714718,-0.05936993617017716,-0.01742414055822039,-0.03704927216887688,-0.07253345818333973,-0.052246433218167854,-0.00966400212398899,-0.0064177668636414,0.08741075743690707,-0.05509219194157145,-0.2745059864639557,-0.08687236980894586,-0.4427672955974841,-0.0612,-0.1095827303522166,0.0,0.0,0.027376760226421867,1,47.0,2020,2.25,1.57
Milos Raonic,Sam Querrey,-15.0,0.0449879005447017,0.020995858096415243,0.07257122264435778,0.05352337214525782,0.009273064499326134,0.02613465643978197,0.10609995484615052,-0.01604966868299884,-0.16216068970468772,0.048407109745031714,0.00791600121135716,0.02789873546115424,0.2220085470085469,0.0248,0.06279643664458395,0.3333,0.0,0.016472298334145288,0,47.0,2020,1.7,2.05
Daniel Evans,Andrey Rublev,14.0,0.028522950514774718,-0.03862202377763768,0.024658985583689896,-0.008233078288168879,-0.010051315868381816,-0.006137163700377646,-0.1551560519637275,-0.10608335599997268,0.08507595074724172,-0.02759127592569877,-0.014173611743310109,-0.02590349557541877,-0.004629629629629428,-0.0094,-0.0182843941565507,0.0,0.0,0.02396681007281135,0,47.0,2020,2.62,1.44
Ugo Humbert,Grigor Dimitrov,23.0,-0.013569845894436106,-0.04200848574035987,0.022859260134036,-0.01978141872127015,-0.02725910796175812,-0.021467006989828008,0.08838776846372831,-0.08826753485054542,0.1065386943547374,-0.003483551270289209,-0.060379087739194426,-0.01383352840904778,-0.226249265138154,-0.0246,-0.04704052668302827,-1.0,0.0,0.04016175618319859,1,47.0,2020,1.8,1.9
Marton Fucsovics,Norbert Gombos,-25.0,-0.002477843451671013,0.04456928343758272,0.14090178737724834,0.08101676197080943,0.07975681116433264,0.06969817856345945,0.04994781361232353,-0.17467179220543286,-0.3187848039714436,0.04038064632345351,0.21387949519998609,0.0864469787372939,0.5,0.0811,0.16077357313514207,0.0,0.0,0.22079086100003764,0,47.0,2020,1.28,3.5
Filip Krajinovic,Salvatore Caruso,-67.0,0.048615747885744735,0.08553158871650457,0.06053244817195669,0.08448136492017577,0.029771106991271726,0.052799265277864604,0.20805849402754584,-0.03260154864632478,-0.2526798265110381,0.11503661349743433,0.2212962317020034,-0.04348359952371145,0.3125,0.0527,0.1142524719114475,0.0,0.0,0.29144594493770043,0,47.0,2020,1.33,3.25
Damir Dzumhur,Novak Djokovic,108.0,-0.00815329219542993,-0.11600400587282846,-0.07033198052125156,-0.10139877901837392,-0.049548314717367085,-0.07091106262615504,-0.2229690144778196,0.02543077078433881,0.3718181448343391,-0.11845378959745376,-0.12283376522438473,-0.015320114119806771,-0.4075780849974398,-0.07200000000000001,-0.150947093735741,0.0,0.0,0.01262430591843648,1,49.0,2020,26.0,1.01
Alexander Bublik,Kyle Edmund,10.0,-0.024789856790626508,-0.011396393735983671,-0.10997541648807667,-0.057388859904516136,-0.0385332270710092,-0.041376467782420163,0.4017837693227563,0.3433150805616957,0.14835959705249435,-0.12538976791606635,-0.09237511258854758,-0.03980411188304195,-0.010752688172043001,-0.0455,-0.09592208697552533,0.0,0.0,0.04615887714763296,1,49.0,2020,3.5,1.3
Joao Sousa,Michael Mmoh,-118.0,-0.04321390382947432,0.01284111065593685,0.09323140148369563,0.0311450449405668,0.021401618437199614,0.02333980325403734,-0.2286791454504625,-0.23816023834486924,-0.1194331307290082,-0.015864477068188276,0.06497044687048037,0.06807157979726114,0.3638888888888888,0.024,0.052546663377766416,0.0,0.0,0.14559918437470812,1,49.0,2020,2.1,1.72
Jan Lennard Struff,Pedro Martinez,-77.0,-0.09842094938491774,0.17248163849755738,0.1582576599701659,0.1477110882391547,0.02269145410177387,0.07430568244234376,0.5871576222029188,-0.1025759577971842,-0.5230302698859675,0.13107925840708134,-0.04901860406675673,0.03578640429936969,0.5714285714285714,0.07,0.17040254234092855,0.0,0.0,0.5444912608194333,0,49.0,2020,1.12,6.0
Yasutaka Uchiyama,Pablo Carreno Busta,59.0,-0.06179378075218034,0.02596187185528731,0.060963768746235436,0.026194488650936543,-0.0027247279264113744,0.004953670238238339,0.13204651621424307,0.04840125375663906,-0.018461180901501784,0.0923194315437661,0.05646725834361744,-0.07844163347640759,0.15584415584415584,0.0074,0.023469760724525168,0.0,0.0,0.12512171840766695,1,49.0,2020,5.0,1.16
Steve Johnson,John Isner,42.0,-0.10681097685054496,-0.05227242580742919,-0.053768994815635913,-0.07674284065356485,0.043110810810109534,-0.014876758776611545,-0.8215089421646927,0.07581423008312052,0.2135239234117038,-0.11383679259697455,0.14051390142663328,0.058699803030758564,-0.10909209837781264,0.0057,-0.03363202984345531,0.1111,0.0,0.011435092840444264,0,49.0,2020,3.4,1.33
Gilles Simon,Mohamed Safwat,-83.0,-0.047493207884272026,-0.03723903354043245,0.08443877972206154,-0.0002609575038889922,0.11978645941463878,0.05746866953350588,-0.047853249891803784,-0.1453559562546482,-0.14964669358401506,0.06783409276791796,0.39259214081730426,0.16654902504505234,0.6476190476190476,0.0714,0.1195255019107498,0.0,0.0,0.35084652609082023,0,49.0,2020,1.2,4.5
Taylor Fritz,Dominik Koepfer,-66.0,0.0030388771631432165,0.042069124144551,0.014252738084060248,0.031046880147512886,-0.0315816809783786,0.0018363262296858809,0.21089108865544387,-0.009531166172514205,-0.13856320811137754,0.012834472342462155,0.03966810417805789,-0.0805793839350768,0.11111111111111104,-0.0077,-0.0005348008308657115,1.0,0.0,0.2745852664136088,0,49.0,2020,1.2,4.5
Filip Krajinovic,Mikael Ymer,-45.0,-0.016735683786160416,0.028772588317169112,0.05171174322571714,0.03583058041389997,0.000499052511645115,0.015718562891009542,0.20442940342258475,-0.17561309177804962,-0.1151530646161304,0.08083162879934569,0.02217241129001241,0.10071478696821247,0.08974358974358973,0.013,0.036329632925545086,1.0,0.0,0.14077388245808764,0,49.0,2020,1.12,6.0
Marco Cecchinato,Lloyd Harris,13.0,0.017829576315934403,-0.06491215438630438,0.04270349689871705,-0.022499668667401274,-0.01201700186465976,-0.010453256210812393,-0.7039763484604256,0.015877053486504478,0.01423711824403451,-0.12322036814088988,-0.07969999385513997,-0.14022646033272246,-0.1742424242424242,-0.0158,-0.03451667053206103,0.0,0.0,0.1271598869762233,1,49.0,2020,4.5,1.2
Reilly Opelka,David Goffin,25.0,0.038990714788680325,0.06768101438429308,0.04315430796400932,0.0670579892760077,-0.1183700888507927,-0.020819830709314147,0.9681076036134524,-0.03649376897694606,-0.19353771773581407,0.1098339583534964,-0.31799719074103616,-0.2033089606594544,-0.11833333333333318,-0.0575,-0.051312099574785,0.0,0.0,0.03001410695018142,1,49.0,2020,2.37,1.57
Albert Ramos,Stefanos Tsitsipas,35.0,0.013161627668061171,-0.0945417835459994,-0.0074276575902880735,-0.05916547432499431,-0.01952468449888917,-0.03637551949590168,-0.2348715551624067,0.0214217071990718,0.22622561605794256,-0.042767148278204485,-0.03664264042759592,-0.06722369227536995,-0.2196018062397374,-0.0329,-0.07869015882388347,-1.0,0.0,0.015777606344168596,1,49.0,2020,19.0,1.02
Evgeny Donskoy,Juan Ignacio Londero,52.0,-0.06333876892610124,-0.044667007963800964,-0.05020231705521983,-0.05718072717030509,-0.02782727770210097,-0.03563259128723928,0.16104750962384512,0.03657016927309156,0.2583839828288724,-0.07241800124572229,0.05390193028606638,-0.0940069697428203,0.037037037037037035,-0.0354,-0.08500800487240606,0.0,0.0,0.370409529517076,1,49.0,2020,2.37,1.57
Borna Coric,Pablo Andujar,-24.0,-0.03849630418700245,0.05192827936673017,0.037017374509680616,0.04008559718447746,0.0007041720984697353,0.01822106994105693,0.2339454281126021,-0.04575439999148434,-0.10961612121281594,0.05334776184934087,0.02496491608753837,0.02410773089068152,0.14708333333333334,0.0149,0.0407897692829472,0.0,0.0,0.05315905151222874,0,49.0,2020,1.11,6.5
Dusan Lajovic,Egor Gerasimov,-48.0,-0.005670264682513526,-0.03312550001659842,-0.01114642527470755,-0.02985694013167861,0.033385363106562926,0.006221442583479564,-0.42731183766801306,-0.11096063145157524,0.0913186370014218,-0.10598527251041756,0.11189059578629902,0.11371854385768425,-0.029523809523809508,0.0115,0.0035284229748843154,0.0,0.0,0.0682175234816722,1,49.0,2020,1.66,2.2
Jordan Thompson,Stefano Travaglia,-24.0,0.13902249264103228,-0.05969803080041348,0.06202162923303223,0.018958241132893128,0.04349567920958925,0.02790038570044984,-0.13383809191980572,-0.11258915346579684,-0.19846840004181354,0.00997192152917803,0.027137464162208857,0.050405163672924636,0.1388888888888889,0.0347,0.06245392034248237,0.0,0.0,0.23781822742393466,0,49.0,2020,1.53,2.5
Attila Balazs,Mikhail Kukushkin,-12.0,-0.030740330925289275,0.060457713172011214,-0.005649257621261672,0.02479994729364088,0.01819058063185897,0.02205553249721437,0.13374578508112162,0.29743149115915746,-0.04184313892998559,0.13369595793243993,0.11452962673719135,-0.07870718557884783,0.3041666666666667,0.0202,0.04299052792549984,0.0,0.0,0.4199283385369865,1,49.0,2020,3.0,1.4
Cameron Norrie,Diego Schwartzman,63.0,0.0430991826621584,0.012457303513154884,-0.017881330017395336,0.003830468426875955,-0.06493454894078526,-0.027313493515347675,0.1719858009196679,0.08152604305429395,0.056123951234625546,0.04051603481322952,-0.2066385067824296,-0.05798333200808215,-0.15222567287784675,-0.0387,-0.06110408051390931,0.0,0.0,0.027333828860995658,0,49.0,2020,3.5,1.3
Alejandro Davidovich Fokina,Dennis Novak,14.0,0.060405416342573015,-0.07221455232851648,-0.13800684858578854,-0.08009332536761404,0.03846931610854826,-0.011896814118131479,-0.1679702435892076,0.18121003472188724,0.2723525552586131,0.008450065688871576,-0.07095408542291759,0.17585506533267725,-0.09999999999999998,-0.008,-0.04162400925906578,0.0,0.0,0.7339815858699736,0,49.0,2020,2.62,1.5
Hubert Hurkacz,Peter Gojowczyk,-94.0,0.08510086390036209,-0.01859926925665345,-0.03857392455360576,-0.010819633287221131,0.02495102046294196,0.013011554075668508,0.12208119109632908,0.0391512431555662,0.03851449735555178,0.01292287493407196,0.07902824908545386,0.06214639040531855,-0.020833333333333315,0.0124,0.014131387175720822,0.0,0.0,0.04975414922538282,0,49.0,2020,1.22,4.33
Adrian Mannarino,Lorenzo Sonego,-7.0,-0.014952539223306303,-0.040065277325497584,0.027943358297237764,-0.018433424726558845,0.06134863029444665,0.019594756227505842,-0.08074437228843351,0.028104812697526432,0.07516869856353514,-0.035459603338101275,0.17520598448407065,0.1958967839727162,0.2134920634920636,0.0326,0.042915205567887804,-1.0,0.0,0.045426296643838834,0,49.0,2020,1.66,2.2
Pablo Cuevas,Jack Sock,-328.0,0.007776854521679644,-0.01094860193357472,0.0035780448323425853,-0.0044730322320509774,-0.008622997156363832,-0.004954438886175193,0.009974191632893424,-0.0675579935021548,0.036001221107472614,-0.02227282951908205,-0.0561293575909424,-0.047787291949199895,-0.07536482334869432,-0.0071,-0.01309602938841481,1.0,0.0,0.03753640083813761,1,49.0,2020,2.37,1.57
Kevin Anderson,Alexander Zverev,110.0,-0.010363532785546359,0.03954531469640998,0.02424779477283989,0.03079053324460568,-0.04076567301919731,-0.006121975745017716,0.3934887472298472,-0.08414026032984677,-0.07681265570249535,0.03213150637716733,-0.13856332137474275,-0.06948682953484703,-0.0125822686798297,-0.0167,-0.009975139774591637,-1.0,0.0,0.009049549607269648,1,49.0,2020,3.4,1.33
Go Soeda,Matteo Berrettini,111.0,-0.057294191051715286,-0.13816802591382304,-0.057491372789497626,-0.11456522411793613,-0.05902552872740013,-0.07699147166973136,-0.5948323324557061,0.07072057961237341,0.2876338048654721,-0.12542763429184978,-0.2177874210356164,-0.1240152185216222,-0.4772727272727273,-0.0727,-0.17359075284533626,0.0,0.0,0.219301761829231,1,49.0,2020,15.0,1.03
Ugo Humbert,Yuichi Sugita,-46.0,-0.012526381122889951,0.05506506909982445,0.03118328201216497,0.040671169979779716,0.0016328649094071725,0.014768383240728876,0.3171982385507267,0.03689625988574874,-0.21778376811836053,-0.00948501196208551,-0.02570227932777447,0.05633699502643536,0.07291666666666669,0.0144,0.04230403488918688,0.0,0.0,0.13873597101861052,0,49.0,2020,1.25,4.0
Taro Daniel,Gregoire Barrere,19.0,-0.024538084464886367,0.0012277867180100488,-0.021961963625897918,-0.012958054602074442,0.05463185103011764,0.021857659379759583,-0.1608389725867752,0.11565271899112327,0.16265124922156715,0.15030566141677248,0.21440414134716496,0.11124338624338616,0.3888888888888888,0.0274,0.0416737964280432,0.0,0.0,0.3997259606725936,1,49.0,2020,2.75,1.44
Jeremy Chardy,Andrey Rublev,46.0,0.029042310421325324,-0.00430160755848774,-0.0008378958858447638,0.004955362617688808,-0.044533358087169635,-0.015979660301913,0.19640016198665905,0.04542935191926712,-0.007268537700198196,0.006630298159299941,-0.1349191546959958,-0.05263215354735079,-0.07748538011695899,-0.0265,-0.03957799546948082,0.0,0.0,0.017508218084728966,1,49.0,2020,6.0,1.12
Grigor Dimitrov,Tommy Paul,-38.0,0.01455504379728001,0.05302349566740838,-0.017083352294376852,0.031140534792842067,0.0075109451995216125,0.011600228101468768,0.08512772546587194,0.10364298142015546,-0.1355556333018379,-0.05865632337708249,0.1037458780876479,-0.028068199560219054,0.10681818181818188,0.0162,0.03865147999236368,-1.0,0.0,0.06912046828412458,0,49.0,2020,1.53,2.5
Hugo Dellien,Marton Fucsovics,31.0,0.1621224106874205,-0.06550247425460676,0.01203874386563758,-0.008049755515725844,-0.011593035760064485,-0.005574735027380096,-0.0781896436485239,-0.17738470751958155,0.19488802315790546,-0.006668180343295528,-0.06729976639494695,-0.05003366709202695,-0.10555555555555554,-0.0097,-0.019642791275790328,0.0,0.0,0.3337648244984449,1,49.0,2020,11.0,1.05
Andreas Seppi,Frances Tiafoe,7.0,-0.058611760011924585,0.0075032838590897155,-0.01990634368378696,-0.014213227442554488,0.008279124512046598,-0.004034059029257964,-0.11093841857066387,0.012546234226962494,0.04836626166000778,0.004290614462571951,0.01007469121740706,0.035331074815515506,-0.046313364055299566,0.0003,-0.00593410293050789,-1.0,0.0,0.02095309313257509,1,49.0,2020,2.37,1.57
John Millman,Nikoloz Basilashvili,13.0,0.02065860164188693,0.001956916458796254,0.04220868236852798,0.023531764655574272,0.007367864887450781,0.015052454965949038,-0.06267789981202304,-0.21945144336762826,0.010463002296414392,0.032280002663850116,-0.052917509498119686,0.027434513339996358,0.016666666666666663,0.013,0.03089962954302505,0.0,0.0,0.023437627212690458,0,49.0,2020,1.3,3.5
Feliciano Lopez,Roberto Carballes Baena,-44.0,-0.041898254596963835,0.09654700985836172,0.01159550931290232,0.053167305290244826,-0.018478817859124752,0.016652694439996618,0.6861363791034989,-0.03082031153903325,-0.16169038354584386,0.06904656290264,0.01840423358309662,-0.052028278213705766,0.22129629629629632,0.0067,0.034688487431120074,0.0,0.0,0.07952519768514431,1,49.0,2020,1.44,2.75
Federico Delbonis,Daniil Medvedev,74.0,0.008999865251251179,-0.044910188704883836,-0.02460414785733966,-0.034726236741544625,-0.0352335195574619,-0.032036106026421214,-0.3643921676333181,0.0003601776547036972,0.10668588121557564,-0.007036452197874743,-0.15081260493990373,-0.04781141350674345,-0.2214718614718616,-0.0354,-0.06995975629900653,0.0,0.0,0.02625885340509997,1,49.0,2020,17.0,1.02
Tennys Sandgren,Roberto Bautista Agut,37.0,-0.03222182564095598,0.02644068460538496,-0.07367400838431097,-0.01634605894168806,-0.056962330239725474,-0.03527495515248718,0.4162484138424621,0.04480277038056457,0.031685174983263675,-0.02935405231704492,-0.15808574257700614,-0.0732505111123048,-0.2367346938775511,-0.0437,-0.07330838918141352,0.0,0.0,0.022543485999847727,1,49.0,2020,5.0,1.16
Vasek Pospisil,Philipp Kohlschreiber,19.0,-0.02591295169833829,0.03435524075342489,-0.054773905440297366,-0.00501532264303195,-0.050948631629029184,-0.021201866715687023,0.33647539669157256,0.10315034749851046,0.004581167310703127,-0.05990873011661646,-0.21783496772183802,0.013933320550208128,-0.21984126984126984,-0.0356,-0.05596395427206114,0.0,0.0,0.026316629079943143,0,49.0,2020,1.61,2.3
Milos Raonic,Leonardo Mayer,-102.0,0.013904394657359487,0.10707339090412782,0.05445814958970052,0.0890216230590285,0.017555601458440817,0.045817282943237725,0.7145610148263971,0.02209432901990277,-0.25415611979595765,0.13003501078175828,0.03457685787843051,0.09049269906965453,0.3408333333333333,0.0425,0.10657722451746933,1.0,0.0,0.0289433798180587,0,49.0,2020,1.05,11.0
Andrej Martin,Alex De Minaur,70.0,0.06575397408908222,-0.08863699682998549,0.01328573152706658,-0.04113173516432024,-0.003484711240180793,-0.02193447895615397,-0.3529352346999406,0.022585943468296427,0.16287242169595129,-0.09769214703425233,-0.3754248366013072,0.25904761904761914,-0.6000000000000001,-0.0182,-0.04461644640450102,0.0,0.0,0.9778924337098452,1,49.0,2020,10.0,1.06
Richard Gasquet,Ivo Karlovic,-75.0,-0.04024734323678525,-0.08576063931006572,-0.015996619433801932,-0.07044616707698792,0.1130054585092548,0.017608041341067804,-1.1226583842469613,-0.14550287805030734,0.196719606207714,-0.17311237134533575,0.3900584834557067,0.17505731526778293,0.19946695095948835,0.0561,0.04255929143226689,0.5,0.0,0.023322243895287274,0,49.0,2020,1.12,6.0
Karen Khachanov,Jannik Sinner,-58.0,0.004837744428202062,0.06196067734565236,0.02852372536025527,0.04916711662000617,0.02078587752896166,0.03456044810682196,0.3310436224239577,0.06517470150302279,-0.10614954469389426,0.1250784277935763,-0.003926239352198269,0.02447130275162673,0.29880952380952386,0.0309,0.06995299414896783,0.0,0.0,0.0812939013081112,0,49.0,2020,1.57,2.37
Thiago Monteiro,Felix Auger Aliassime,62.0,-0.01041943872574458,-0.01312725528839831,0.016728155227051008,-0.004028551997338425,-0.02792123033476135,-0.02027521958259082,-0.2836300997659261,-0.19910431155594016,-0.01068087442955501,-0.09252730040700397,-0.04364068758500039,-0.10311447454027373,-0.26,-0.0188,-0.031949782332099774,0.0,0.0,0.10788130479748886,1,49.0,2020,8.0,1.08
Andy Murray,Yoshihito Nishioka,66.0,-0.054206295834216316,0.12880455368744215,0.008506679706885123,0.07125262946516864,0.057935522176584375,0.059860946374274686,0.4046487871538313,0.03875352011977745,-0.2709562566667155,0.09507882008807456,0.17906432028841102,0.1092383460276235,0.4240973312401885,0.0639,0.129188151641753,0.0,0.0,0.0269559029063206,0,49.0,2020,1.4,3.0
Corentin Moutet,Jiri Vesely,10.0,0.041301952094485284,-0.024446682206881842,-0.01548563092315136,-0.01614228824376229,0.04325124935659036,0.013189226105466523,-0.3629445511189085,0.04694992367700623,0.1183169290208978,0.02449825652132687,0.01867617973958457,0.07766760474039103,-0.01041666666666663,0.0208,0.027108961112828067,0.0,0.0,0.3046258934341147,0,49.0,2020,1.72,2.1
Marin Cilic,Denis Kudla,-73.0,0.0008702401509933513,0.07752121533999358,0.030807613691594408,0.060494069983161085,0.033778240106925934,0.043963309702707176,0.2629209014141559,-0.022940665997077725,-0.11961917060731232,0.13907437188579694,0.17041512270690007,0.00640989546076559,0.29076278659612,0.0434,0.09427231009008702,1.0,0.0,0.02519559550163722,0,49.0,2020,1.3,3.5
Norbert Gombos,Radu Albot,34.0,-0.043558707971292576,-0.006765530245124607,-0.07204894156837421,-0.038867493722683284,-0.04308629706495637,-0.04109401742470487,0.1255766542506403,0.13857252925417754,0.13560703737830435,-0.03444962720317435,-0.14118697713774842,-0.2393931503648434,-0.2888888888888889,-0.039,-0.08195379078763965,0.0,0.0,0.1586729490317535,0,49.0,2020,1.4,3.0
Dominic Thiem,Jaume Munar,-102.0,-0.030106887529071525,0.0830380354508038,0.06692580928196384,0.07010844136126704,0.02477835885374341,0.043316015192014834,0.17673874357660208,0.031310252504789415,-0.23829551310211555,0.128895029262851,0.13623080427182274,0.01444082882597586,0.3428130511463845,0.0419,0.09488680021501043,1.0,0.0,0.040384770313004484,0,49.0,2020,1.05,11.0
Kyle Edmund,Novak Djokovic,43.0,-0.049552370071552436,-0.01649671652142448,-0.04349422525042178,-0.035410609424435524,-0.07706188197054997,-0.0520209473922536,0.062024043279381776,-0.019024056463272158,0.14467680800421714,-0.01808470828675479,-0.1751613625689541,-0.12962177864703905,-0.3752164929088006,-0.0657,-0.1124724913949855,-0.6667,0.2258,0.010480797205122348,1,49.0,2020,15.0,1.03
Michael Mmoh,Jan Lennard Struff,157.0,0.08796826162913718,-0.14386962619569074,-0.07115524566122222,-0.09335788907382736,-0.049678605458750136,-0.07001084083865294,-0.2846202567530436,0.13375532047343675,0.3426653049492884,-0.08982381718777044,-0.05423745913502377,-0.15304704030182398,-0.4322916666666666,-0.0641,-0.1430364945325775,0.0,0.1111,0.12284611025548535,1,49.0,2020,5.0,1.16
