Location,Tournament,Winner,Loser,B365W,B365L,year,tourney_id
Santiago,Movistar Open,Gonzalez F.,Ramirez-Hidalgo R.,1.05,9.0,2010,8.0
Santiago,Movistar Open,Luczak P.,Marrero D.,1.36,3.0,2010,8.0
Santiago,Movistar Open,Schwank E.,Acasuso J.,2.25,1.57,2010,8.0
Santiago,Movistar Open,Monaco J.,Chela J.I.,1.16,4.5,2010,8.0
Santiago,Movistar Open,Bellucci T.,Capdeville P.,1.14,5.0,2010,8.0
Santiago,Movistar Open,Souza J.,Martin A.,2.2,1.61,2010,8.0
Santiago,Movistar Open,Monaco J.,Luczak P.,1.16,4.5,2010,8.0
Santiago,Movistar Open,Bellucci T.,Schwank E.,1.53,2.37,2010,8.0
Santiago,Movistar Open,Gonzalez F.,Granollers M.,1.06,8.0,2010,8.0
Santiago,Movistar Open,Monaco J.,Souza J.,1.12,5.5,2010,8.0
Santiago,Movistar Open,Bellucci T.,Gonzalez F.,4.0,1.22,2010,8.0
Santiago,Movistar Open,Bellucci T.,Monaco J.,2.25,1.61,2010,8.0
Zagreb,PBZ Zagreb Indoors,Melzer J.,Brands D.,1.2,4.33,2010,9.0
Zagreb,PBZ Zagreb Indoors,Rochus O.,Kunitsyn I.,1.57,2.25,2010,9.0
Zagreb,PBZ Zagreb Indoors,Kukushkin M.,Zverev M.,1.57,2.25,2010,9.0
Zagreb,PBZ Zagreb Indoors,Dodig I.,Korolev E.,2.5,1.5,2010,9.0
Zagreb,PBZ Zagreb Indoors,Marchenko I.,Bolelli S.,2.0,1.72,2010,9.0
Zagreb,PBZ Zagreb Indoors,Troicki V.,Schuettler R.,1.25,3.75,2010,9.0
Zagreb,PBZ Zagreb Indoors,Becker B.,Vinciguerra A.,1.5,2.5,2010,9.0
Zagreb,PBZ Zagreb Indoors,Lacko L.,Istomin D.,1.8,1.9,2010,9.0
Zagreb,PBZ Zagreb Indoors,Petzschner P.,Rochus C.,1.4,2.75,2010,9.0
Zagreb,PBZ Zagreb Indoors,Koellerer D.,Golubev A.,3.25,1.33,2010,9.0
Zagreb,PBZ Zagreb Indoors,Jelenic P.,Bozoljac I.,4.33,1.2,2010,9.0
Zagreb,PBZ Zagreb Indoors,Berrer M.,Tipsarevic J.,3.4,1.3,2010,9.0
Zagreb,PBZ Zagreb Indoors,Sidorenko A.,Bemelmans R.,2.0,1.72,2010,9.0
Zagreb,PBZ Zagreb Indoors,Ljubicic I.,Clement A.,1.33,3.25,2010,9.0
Zagreb,PBZ Zagreb Indoors,Cilic M.,Hajek J.,1.04,10.0,2010,9.0
Zagreb,PBZ Zagreb Indoors,Karlovic I.,Veic A.,1.11,6.0,2010,9.0
Zagreb,PBZ Zagreb Indoors,Marchenko I.,Dodig I.,1.83,1.83,2010,9.0
Zagreb,PBZ Zagreb Indoors,Melzer J.,Rochus O.,1.5,2.5,2010,9.0
Zagreb,PBZ Zagreb Indoors,Troicki V.,Kukushkin M.,1.28,3.5,2010,9.0
Zagreb,PBZ Zagreb Indoors,Berrer M.,Jelenic P.,1.14,5.0,2010,9.0
Zagreb,PBZ Zagreb Indoors,Petzschner P.,Becker B.,2.1,1.66,2010,9.0
Zagreb,PBZ Zagreb Indoors,Lacko L.,Ljubicic I.,3.75,1.25,2010,9.0
Zagreb,PBZ Zagreb Indoors,Cilic M.,Koellerer D.,1.05,9.0,2010,9.0
Zagreb,PBZ Zagreb Indoors,Karlovic I.,Sidorenko A.,1.14,5.0,2010,9.0
Zagreb,PBZ Zagreb Indoors,Berrer M.,Troicki V.,2.5,1.5,2010,9.0
Zagreb,PBZ Zagreb Indoors,Petzschner P.,Lacko L.,2.1,1.66,2010,9.0
Zagreb,PBZ Zagreb Indoors,Cilic M.,Karlovic I.,1.28,3.5,2010,9.0
Zagreb,PBZ Zagreb Indoors,Melzer J.,Marchenko I.,1.33,3.25,2010,9.0
Zagreb,PBZ Zagreb Indoors,Cilic M.,Melzer J.,1.14,5.0,2010,9.0
Zagreb,PBZ Zagreb Indoors,Berrer M.,Petzschner P.,1.57,2.25,2010,9.0
Zagreb,PBZ Zagreb Indoors,Cilic M.,Berrer M.,1.1,7.0,2010,9.0
Costa Do Sauipe,Brasil Open,Gimeno-Traver D.,Ventura S.,1.57,2.25,2010,10.0
Costa Do Sauipe,Brasil Open,Montanes A.,Greul S.,1.33,3.25,2010,10.0
Costa Do Sauipe,Brasil Open,Mello R.,Lorenzi P.,1.61,2.2,2010,10.0
Costa Do Sauipe,Brasil Open,Machado R.,Daniel M.,1.72,2.0,2010,10.0
Costa Do Sauipe,Brasil Open,Andreev I.,Starace P.,1.57,2.25,2010,10.0
Costa Do Sauipe,Brasil Open,Massu N.,Dutra Silva R.,1.36,3.0,2010,10.0
Costa Do Sauipe,Brasil Open,Gil F.,Andujar P.,1.61,2.2,2010,10.0
Costa Do Sauipe,Brasil Open,Chela J.I.,Luczak P.,2.0,1.72,2010,10.0
Costa Do Sauipe,Brasil Open,Cuevas P.,Volandri F.,1.57,2.25,2010,10.0
Costa Do Sauipe,Brasil Open,Ferrero J.C.,Schwank E.,1.57,2.25,2010,10.0
Costa Do Sauipe,Brasil Open,Berlocq C.,Hocevar R.,1.57,2.25,2010,10.0
Costa Do Sauipe,Brasil Open,Fognini F.,Vassallo-Arguello M.,1.5,2.5,2010,10.0
Costa Do Sauipe,Brasil Open,Granollers M.,Zeballos H.,1.57,2.25,2010,10.0
Costa Do Sauipe,Brasil Open,Bellucci T.,Alves T.,1.14,5.0,2010,10.0
Costa Do Sauipe,Brasil Open,Kubot L.,Hernandez O.,1.5,2.5,2010,10.0
Costa Do Sauipe,Brasil Open,Hanescu V.,Souza J.,1.57,2.25,2010,10.0
Costa Do Sauipe,Brasil Open,Andreev I.,Machado R.,1.36,3.0,2010,10.0
Costa Do Sauipe,Brasil Open,Cuevas P.,Gil F.,1.53,2.37,2010,10.0
Costa Do Sauipe,Brasil Open,Berlocq C.,Chela J.I.,3.25,1.33,2010,10.0
Costa Do Sauipe,Brasil Open,Ferrero J.C.,Massu N.,1.25,3.75,2010,10.0
Costa Do Sauipe,Brasil Open,Mello R.,Hanescu V.,3.0,1.36,2010,10.0
Costa Do Sauipe,Brasil Open,Bellucci T.,Gimeno-Traver D.,1.12,5.5,2010,10.0
Costa Do Sauipe,Brasil Open,Fognini F.,Granollers M.,1.8,1.9,2010,10.0
Costa Do Sauipe,Brasil Open,Kubot L.,Montanes A.,3.25,1.33,2010,10.0
Costa Do Sauipe,Brasil Open,Andreev I.,Cuevas P.,1.57,2.25,2010,10.0
Costa Do Sauipe,Brasil Open,Ferrero J.C.,Berlocq C.,1.22,4.0,2010,10.0
Costa Do Sauipe,Brasil Open,Kubot L.,Fognini F.,1.83,1.83,2010,10.0
Costa Do Sauipe,Brasil Open,Mello R.,Bellucci T.,4.5,1.16,2010,10.0
Costa Do Sauipe,Brasil Open,Kubot L.,Andreev I.,2.25,1.57,2010,10.0
Costa Do Sauipe,Brasil Open,Ferrero J.C.,Mello R.,1.25,3.75,2010,10.0
Costa Do Sauipe,Brasil Open,Ferrero J.C.,Kubot L.,1.36,3.2,2010,10.0
Rotterdam,ABN AMRO World Tennis Tournament,Seppi A.,Bohli S.,1.44,2.62,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Mayer F.,Tipsarevic J.,3.0,1.36,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Soderling R.,Serra F.,1.16,4.5,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Robredo T.,Haase R.,1.33,3.25,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Sijsling I.,Zverev M.,2.0,1.72,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Chiudinelli M.,Llodra M.,2.25,1.57,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Ilhan M.,Garcia-Lopez G.,2.25,1.57,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Benneteau J.,Ljubicic I.,2.37,1.53,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,De Bakker T.,Hajek J.,1.33,3.25,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Djokovic N.,Stakhovsky S.,1.05,9.0,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Youzhny M.,Golubev A.,1.4,2.75,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Berrer M.,Clement A.,1.66,2.1,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Monfils G.,Rochus O.,1.22,4.0,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Melzer J.,Troicki V.,1.72,2.0,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Davydenko N.,Lopez F.,1.2,4.33,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Baghdatis M.,Blake J.,1.9,1.8,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Soderling R.,Sijsling I.,1.05,9.0,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Mayer F.,Robredo T.,2.5,1.5,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Youzhny M.,Ilhan M.,1.16,4.5,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Monfils G.,De Bakker T.,1.2,4.33,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Benneteau J.,Berrer M.,1.5,2.5,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Djokovic N.,Chiudinelli M.,1.05,9.0,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Davydenko N.,Baghdatis M.,1.3,3.4,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Melzer J.,Seppi A.,1.53,2.37,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Djokovic N.,Mayer F.,1.06,8.0,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Soderling R.,Benneteau J.,1.28,3.5,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Davydenko N.,Melzer J.,1.07,7.5,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Youzhny M.,Monfils G.,2.25,1.57,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Soderling R.,Davydenko N.,2.37,1.53,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Youzhny M.,Djokovic N.,5.0,1.14,2010,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Soderling R.,Youzhny M.,1.36,3.2,2010,11.0
San Jose,SAP Open,Sela D.,Giraldo S.,1.53,2.37,2010,12.0
San Jose,SAP Open,Nieminen J.,Poerschke L.,1.14,5.0,2010,12.0
San Jose,SAP Open,Mayer L.,Gulbis E.,2.37,1.53,2010,12.0
San Jose,SAP Open,Istomin D.,Harrison R.,1.4,2.75,2010,12.0
San Jose,SAP Open,Dent T.,Bogomolov A.,1.4,2.75,2010,12.0
San Jose,SAP Open,Berdych T.,Odesnik W.,1.2,4.33,2010,12.0
San Jose,SAP Open,Becker B.,Smyczek T.,1.28,3.5,2010,12.0
San Jose,SAP Open,Phau B.,Chardy J.,2.62,1.44,2010,12.0
San Jose,SAP Open,Berankis R.,Ginepri R.,2.75,1.4,2010,12.0
San Jose,SAP Open,Kohlschreiber P.,Ram R.,1.2,4.33,2010,12.0
San Jose,SAP Open,Russell M.,Im K.T.,,,2010,12.0
San Jose,SAP Open,Haas T.,Britton D.,1.04,10.0,2010,12.0
San Jose,SAP Open,Querrey S.,Gabashvili T.,1.14,5.0,2010,12.0
San Jose,SAP Open,Malisse X.,Stepanek R.,5.0,1.14,2010,12.0
San Jose,SAP Open,Roddick A.,Deheart R.,1.01,15.0,2010,12.0
San Jose,SAP Open,Verdasco F.,Lu Y.H.,1.05,9.0,2010,12.0
San Jose,SAP Open,Kohlschreiber P.,Sela D.,1.33,3.25,2010,12.0
San Jose,SAP Open,Berdych T.,Nieminen J.,1.25,3.75,2010,12.0
San Jose,SAP Open,Istomin D.,Haas T.,4.5,1.16,2010,12.0
San Jose,SAP Open,Berankis R.,Phau B.,1.83,1.83,2010,12.0
San Jose,SAP Open,Russell M.,Malisse X.,2.1,1.66,2010,12.0
San Jose,SAP Open,Querrey S.,Dent T.,1.44,2.62,2010,12.0
San Jose,SAP Open,Roddick A.,Mayer L.,1.05,9.0,2010,12.0
San Jose,SAP Open,Verdasco F.,Becker B.,1.12,5.5,2010,12.0
San Jose,SAP Open,Istomin D.,Kohlschreiber P.,3.5,1.28,2010,12.0
San Jose,SAP Open,Verdasco F.,Berankis R.,1.05,9.0,2010,12.0
San Jose,SAP Open,Roddick A.,Berdych T.,1.25,3.75,2010,12.0
San Jose,SAP Open,Querrey S.,Russell M.,1.33,3.25,2010,12.0
San Jose,SAP Open,Verdasco F.,Istomin D.,1.11,6.0,2010,12.0
San Jose,SAP Open,Roddick A.,Querrey S.,1.22,4.0,2010,12.0
San Jose,SAP Open,Verdasco F.,Roddick A.,2.75,1.44,2010,12.0
Buenos Aires,Copa Telmex,Hanescu V.,Schwank E.,2.2,1.61,2010,13.0
Buenos Aires,Copa Telmex,Gimeno-Traver D.,Almagro N.,5.0,1.14,2010,13.0
Buenos Aires,Copa Telmex,Gil F.,Luczak P.,2.37,1.53,2010,13.0
Buenos Aires,Copa Telmex,Daniel M.,Lorenzi P.,2.0,1.72,2010,13.0
Buenos Aires,Copa Telmex,Ferrero J.C.,Mello R.,1.16,4.5,2010,13.0
Buenos Aires,Copa Telmex,Andujar P.,Hernandez O.,2.1,1.66,2010,13.0
Buenos Aires,Copa Telmex,Andreev I.,Fognini F.,1.44,2.62,2010,13.0
Buenos Aires,Copa Telmex,Ventura S.,Koellerer D.,2.1,1.66,2010,13.0
Buenos Aires,Copa Telmex,Chela J.I.,Gasquet R.,2.75,1.4,2010,13.0
Buenos Aires,Copa Telmex,Granollers M.,Junqueira D.,1.4,2.75,2010,13.0
Buenos Aires,Copa Telmex,Moya C.,Volandri F.,2.1,1.66,2010,13.0
Buenos Aires,Copa Telmex,Nalbandian D.,Starace P.,1.4,2.75,2010,13.0
Buenos Aires,Copa Telmex,Zeballos H.,Gaudio G.,1.4,2.75,2010,13.0
Buenos Aires,Copa Telmex,Montanes A.,Cuevas P.,1.53,2.37,2010,13.0
Buenos Aires,Copa Telmex,Ferrer D.,Greul S.,1.12,5.5,2010,13.0
Buenos Aires,Copa Telmex,Monaco J.,Kubot L.,1.16,4.5,2010,13.0
Buenos Aires,Copa Telmex,Ventura S.,Hanescu V.,3.0,1.36,2010,13.0
Buenos Aires,Copa Telmex,Montanes A.,Andujar P.,1.22,4.0,2010,13.0
Buenos Aires,Copa Telmex,Nalbandian D.,Gimeno-Traver D.,1.25,3.75,2010,13.0
Buenos Aires,Copa Telmex,Ferrero J.C.,Daniel M.,1.08,7.0,2010,13.0
Buenos Aires,Copa Telmex,Andreev I.,Granollers M.,1.57,2.25,2010,13.0
Buenos Aires,Copa Telmex,Ferrer D.,Gil F.,1.11,6.0,2010,13.0
Buenos Aires,Copa Telmex,Zeballos H.,Moya C.,1.8,1.9,2010,13.0
Buenos Aires,Copa Telmex,Monaco J.,Chela J.I.,1.16,4.5,2010,13.0
Buenos Aires,Copa Telmex,Montanes A.,Nalbandian D.,,,2010,13.0
Buenos Aires,Copa Telmex,Ferrero J.C.,Ventura S.,1.11,6.0,2010,13.0
Buenos Aires,Copa Telmex,Monaco J.,Zeballos H.,1.16,4.5,2010,13.0
Buenos Aires,Copa Telmex,Ferrer D.,Andreev I.,1.44,2.62,2010,13.0
Buenos Aires,Copa Telmex,Ferrer D.,Montanes A.,1.36,3.0,2010,13.0
Buenos Aires,Copa Telmex,Ferrero J.C.,Monaco J.,1.66,2.1,2010,13.0
Buenos Aires,Copa Telmex,Ferrero J.C.,Ferrer D.,2.25,1.61,2010,13.0
Marseille,Open 13,Serra F.,Kunitsyn I.,1.36,3.0,2010,14.0
Marseille,Open 13,Baghdatis M.,Brands D.,1.1,6.5,2010,14.0
Marseille,Open 13,Zverev M.,Guez D.,1.83,1.83,2010,14.0
Marseille,Open 13,Stakhovsky S.,Bolelli S.,1.57,2.25,2010,14.0
Marseille,Open 13,Marchenko I.,Bemelmans R.,1.5,2.5,2010,14.0
Marseille,Open 13,Llodra M.,Roger-Vasselin E.,1.5,2.5,2010,14.0
Marseille,Open 13,Benneteau J.,Bohli S.,1.28,3.5,2010,14.0
Marseille,Open 13,Ouanna J.,Istomin D.,,,2010,14.0
Marseille,Open 13,Rochus O.,Simon G.,3.0,1.36,2010,14.0
Marseille,Open 13,Seppi A.,Clement A.,2.0,1.72,2010,14.0
Marseille,Open 13,Mertens Y.,Hajek J.,2.1,1.66,2010,14.0
Marseille,Open 13,Rufin G.,Recouderc L.,,,2010,14.0
Marseille,Open 13,Zverev M.,Robredo T.,3.5,1.28,2010,14.0
Marseille,Open 13,Benneteau J.,Serra F.,1.53,2.37,2010,14.0
Marseille,Open 13,Llodra M.,Baghdatis M.,3.0,1.36,2010,14.0
Marseille,Open 13,Tsonga J.W.,Ouanna J.,1.11,6.0,2010,14.0
Marseille,Open 13,Rufin G.,Mertens Y.,2.1,1.66,2010,14.0
Marseille,Open 13,Soderling R.,Stakhovsky S.,1.06,8.0,2010,14.0
Marseille,Open 13,Monfils G.,Seppi A.,1.22,4.0,2010,14.0
Marseille,Open 13,Marchenko I.,Rochus O.,2.0,1.72,2010,14.0
Marseille,Open 13,Llodra M.,Soderling R.,4.0,1.22,2010,14.0
Marseille,Open 13,Tsonga J.W.,Marchenko I.,1.08,7.0,2010,14.0
Marseille,Open 13,Benneteau J.,Monfils G.,2.75,1.4,2010,14.0
Marseille,Open 13,Zverev M.,Rufin G.,1.4,2.75,2010,14.0
Marseille,Open 13,Benneteau J.,Tsonga J.W.,3.0,1.36,2010,14.0
Marseille,Open 13,Llodra M.,Zverev M.,1.28,3.5,2010,14.0
Marseille,Open 13,Llodra M.,Benneteau J.,1.8,2.0,2010,14.0
Memphis,Regions Morgan Keegan Championships,Petzschner P.,Dent T.,2.1,1.66,2010,15.0
Memphis,Regions Morgan Keegan Championships,Stepanek R.,Anderson K.,1.22,4.0,2010,15.0
Memphis,Regions Morgan Keegan Championships,Isner J.,Harrison R.,1.11,6.0,2010,15.0
Memphis,Regions Morgan Keegan Championships,Lacko L.,Reynolds B.,1.36,3.0,2010,15.0
Memphis,Regions Morgan Keegan Championships,Nieminen J.,Sela D.,1.72,2.0,2010,15.0
Memphis,Regions Morgan Keegan Championships,Korolev E.,Kohlschreiber P.,3.0,1.36,2010,15.0
Memphis,Regions Morgan Keegan Championships,Gulbis E.,Kendrick R.,1.53,2.37,2010,15.0
Memphis,Regions Morgan Keegan Championships,Karlovic I.,Becker B.,1.36,3.0,2010,15.0
Memphis,Regions Morgan Keegan Championships,Berdych T.,Sweeting R.,1.22,4.0,2010,15.0
Memphis,Regions Morgan Keegan Championships,Chardy J.,Verdasco F.,6.5,1.1,2010,15.0
Memphis,Regions Morgan Keegan Championships,Lu Y.H.,Ginepri R.,2.37,1.53,2010,15.0
Memphis,Regions Morgan Keegan Championships,Russell M.,Odesnik W.,1.44,2.62,2010,15.0
Memphis,Regions Morgan Keegan Championships,Malisse X.,Haas T.,2.75,1.4,2010,15.0
Memphis,Regions Morgan Keegan Championships,Querrey S.,Ram R.,1.14,5.0,2010,15.0
Memphis,Regions Morgan Keegan Championships,Mayer L.,Fish M.,2.37,1.53,2010,15.0
Memphis,Regions Morgan Keegan Championships,Roddick A.,Blake J.,1.28,3.5,2010,15.0
Memphis,Regions Morgan Keegan Championships,Isner J.,Nieminen J.,1.3,3.4,2010,15.0
Memphis,Regions Morgan Keegan Championships,Gulbis E.,Stepanek R.,2.62,1.44,2010,15.0
Memphis,Regions Morgan Keegan Championships,Petzschner P.,Korolev E.,2.25,1.57,2010,15.0
Memphis,Regions Morgan Keegan Championships,Berdych T.,Russell M.,1.22,4.0,2010,15.0
Memphis,Regions Morgan Keegan Championships,Lacko L.,Chardy J.,2.0,1.72,2010,15.0
Memphis,Regions Morgan Keegan Championships,Karlovic I.,Malisse X.,1.44,2.62,2010,15.0
Memphis,Regions Morgan Keegan Championships,Querrey S.,Mayer L.,1.28,3.5,2010,15.0
Memphis,Regions Morgan Keegan Championships,Roddick A.,Lu Y.H.,1.05,9.0,2010,15.0
Memphis,Regions Morgan Keegan Championships,Petzschner P.,Lacko L.,1.61,2.2,2010,15.0
Memphis,Regions Morgan Keegan Championships,Isner J.,Karlovic I.,1.72,2.0,2010,15.0
Memphis,Regions Morgan Keegan Championships,Gulbis E.,Berdych T.,2.5,1.5,2010,15.0
Memphis,Regions Morgan Keegan Championships,Querrey S.,Roddick A.,2.87,1.38,2010,15.0
Memphis,Regions Morgan Keegan Championships,Isner J.,Petzschner P.,1.28,3.5,2010,15.0
Memphis,Regions Morgan Keegan Championships,Querrey S.,Gulbis E.,1.4,2.75,2010,15.0
Memphis,Regions Morgan Keegan Championships,Querrey S.,Isner J.,1.66,2.2,2010,15.0
Acapulco,Abierto Mexicano,Bellucci T.,Hernandez O.,1.12,5.5,2010,16.0
Acapulco,Abierto Mexicano,Schwank E.,Gonzalez S.,1.16,4.5,2010,16.0
Acapulco,Abierto Mexicano,Gasquet R.,Moya C.,1.4,2.75,2010,16.0
Acapulco,Abierto Mexicano,Almagro N.,Sela D.,1.1,6.5,2010,16.0
Acapulco,Abierto Mexicano,Montanes A.,Gimeno-Traver D.,1.5,2.5,2010,16.0
Acapulco,Abierto Mexicano,Chela J.I.,Luczak P.,1.57,2.25,2010,16.0
Acapulco,Abierto Mexicano,Hanescu V.,Gil F.,1.53,2.37,2010,16.0
Acapulco,Abierto Mexicano,Cuevas P.,Daniel M.,1.4,2.75,2010,16.0
Acapulco,Abierto Mexicano,Andreev I.,Crivoi V.,1.2,4.33,2010,16.0
Acapulco,Abierto Mexicano,Monaco J.,Martin A.,1.11,6.0,2010,16.0
Acapulco,Abierto Mexicano,Verdasco F.,Fognini F.,1.12,5.5,2010,16.0
Acapulco,Abierto Mexicano,Ferrer D.,Starace P.,1.2,4.33,2010,16.0
Acapulco,Abierto Mexicano,Kubot L.,Zeballos H.,1.57,2.25,2010,16.0
Acapulco,Abierto Mexicano,Ferrero J.C.,Junqueira D.,1.11,6.0,2010,16.0
Acapulco,Abierto Mexicano,Gonzalez F.,Querrey S.,1.14,5.0,2010,16.0
Acapulco,Abierto Mexicano,Greul S.,Isner J.,1.66,2.1,2010,16.0
Acapulco,Abierto Mexicano,Almagro N.,Gasquet R.,1.53,2.37,2010,16.0
Acapulco,Abierto Mexicano,Cuevas P.,Montanes A.,2.75,1.4,2010,16.0
Acapulco,Abierto Mexicano,Monaco J.,Chela J.I.,1.36,3.0,2010,16.0
Acapulco,Abierto Mexicano,Verdasco F.,Kubot L.,1.22,4.0,2010,16.0
Acapulco,Abierto Mexicano,Schwank E.,Greul S.,1.53,2.37,2010,16.0
Acapulco,Abierto Mexicano,Ferrer D.,Bellucci T.,1.61,2.2,2010,16.0
Acapulco,Abierto Mexicano,Gonzalez F.,Hanescu V.,1.16,4.5,2010,16.0
Acapulco,Abierto Mexicano,Ferrero J.C.,Andreev I.,1.4,2.75,2010,16.0
Acapulco,Abierto Mexicano,Ferrer D.,Cuevas P.,1.14,5.0,2010,16.0
Acapulco,Abierto Mexicano,Monaco J.,Verdasco F.,2.37,1.53,2010,16.0
Acapulco,Abierto Mexicano,Gonzalez F.,Schwank E.,1.25,3.75,2010,16.0
Acapulco,Abierto Mexicano,Ferrero J.C.,Almagro N.,1.57,2.25,2010,16.0
Acapulco,Abierto Mexicano,Ferrero J.C.,Monaco J.,1.57,2.25,2010,16.0
Acapulco,Abierto Mexicano,Ferrer D.,Gonzalez F.,1.9,1.8,2010,16.0
Acapulco,Abierto Mexicano,Ferrer D.,Ferrero J.C.,1.8,2.0,2010,16.0
Delray Beach,International Championships,Odesnik W.,Ram R.,1.33,3.25,2010,17.0
Delray Beach,International Championships,Korolev E.,Lapentti N.,1.25,3.75,2010,17.0
Delray Beach,International Championships,Gabashvili T.,Haas T.,4.5,1.16,2010,17.0
Delray Beach,International Championships,Mayer F.,Lindahl N.,1.28,3.5,2010,17.0
Delray Beach,International Championships,Nieminen J.,Lorenzi P.,1.16,4.5,2010,17.0
Delray Beach,International Championships,Chardy J.,Malisse X.,2.25,1.57,2010,17.0
Delray Beach,International Championships,Mayer L.,Anderson K.,1.5,2.5,2010,17.0
Delray Beach,International Championships,Zverev M.,Russell M.,2.62,1.44,2010,17.0
Delray Beach,International Championships,Gulbis E.,Harrison R.,1.2,4.33,2010,17.0
Delray Beach,International Championships,Becker B.,Nishikori K.,1.28,3.5,2010,17.0
Delray Beach,International Championships,Karlovic I.,Petzschner P.,1.44,2.62,2010,17.0
Delray Beach,International Championships,Haase R.,Kendrick R.,2.37,1.53,2010,17.0
Delray Beach,International Championships,Brands D.,Grosjean S.,2.25,1.57,2010,17.0
Delray Beach,International Championships,Fish M.,Rochus C.,1.25,3.75,2010,17.0
Delray Beach,International Championships,Giraldo S.,Spadea V.,1.22,4.0,2010,17.0
Delray Beach,International Championships,Blake J.,Dent T.,1.33,3.25,2010,17.0
Delray Beach,International Championships,Mayer L.,Mayer F.,2.1,1.66,2010,17.0
Delray Beach,International Championships,Nieminen J.,Korolev E.,1.9,1.8,2010,17.0
Delray Beach,International Championships,Gulbis E.,Gabashvili T.,1.36,3.0,2010,17.0
Delray Beach,International Championships,Becker B.,Odesnik W.,1.5,2.5,2010,17.0
Delray Beach,International Championships,Chardy J.,Giraldo S.,1.5,2.5,2010,17.0
Delray Beach,International Championships,Fish M.,Zverev M.,1.57,2.25,2010,17.0
Delray Beach,International Championships,Blake J.,Haase R.,1.2,4.33,2010,17.0
Delray Beach,International Championships,Karlovic I.,Brands D.,1.16,4.5,2010,17.0
Delray Beach,International Championships,Nieminen J.,Becker B.,1.72,2.0,2010,17.0
Delray Beach,International Championships,Gulbis E.,Mayer L.,1.66,2.1,2010,17.0
Delray Beach,International Championships,Karlovic I.,Blake J.,2.1,1.66,2010,17.0
Delray Beach,International Championships,Fish M.,Chardy J.,1.61,2.2,2010,17.0
Delray Beach,International Championships,Gulbis E.,Nieminen J.,1.5,2.5,2010,17.0
Delray Beach,International Championships,Karlovic I.,Fish M.,1.57,2.25,2010,17.0
Delray Beach,International Championships,Gulbis E.,Karlovic I.,2.5,1.53,2010,17.0
Dubai ,Dubai Tennis Championships,Melzer J.,Bolelli S.,1.25,3.75,2010,18.0
Dubai ,Dubai Tennis Championships,Koubek S.,Lopez F.,4.0,1.22,2010,18.0
Dubai ,Dubai Tennis Championships,Troicki V.,Schuettler R.,1.28,3.5,2010,18.0
Dubai ,Dubai Tennis Championships,Baghdatis M.,Simon G.,1.36,3.0,2010,18.0
Dubai ,Dubai Tennis Championships,Ljubicic I.,Hernych J.,1.2,4.33,2010,18.0
Dubai ,Dubai Tennis Championships,Djokovic N.,Garcia-Lopez G.,1.03,11.0,2010,18.0
Dubai ,Dubai Tennis Championships,Murray A.,Kunitsyn I.,1.01,13.0,2010,18.0
Dubai ,Dubai Tennis Championships,Berrer M.,Stakhovsky S.,1.66,2.1,2010,18.0
Dubai ,Dubai Tennis Championships,Cilic M.,Clement A.,1.07,7.5,2010,18.0
Dubai ,Dubai Tennis Championships,Devvarman S.,Chiudinelli M.,2.5,1.5,2010,18.0
Dubai ,Dubai Tennis Championships,Tipsarevic J.,Seppi A.,1.61,2.2,2010,18.0
Dubai ,Dubai Tennis Championships,Davydenko N.,Serra F.,1.05,9.0,2010,18.0
Dubai ,Dubai Tennis Championships,Phau B.,Al Ghareeb M.,1.12,5.5,2010,18.0
Dubai ,Dubai Tennis Championships,Robredo T.,Benneteau J.,1.66,2.1,2010,18.0
